# 数学者名 / Mathematicians
# reading	word	pos	flags
もちづきしんいち	Mochizuki	person
もちづきしんいち	望月新一	person
もちづきたくろう	Mochizuki	person
もちづきたくろう	望月拓郎	person
もりしげふみ	Mori	person
もりしげふみ	森重文	person
もりしまたろう	Morishima	person
もりしまたろう	森嶋太郎	person
もるがん	De Morgan	person
もるがん	モルガン	person
もれら	Morera	person
もれら	モレラ	person
もんじゅ	Monge	person
もんじゅ	モンジュ	person
もーでる	Mordell	person
もーでる	モーデル	person
やう	Yau	person
やう	ヤウ	person
やこび	Jacobi	person
やこび	ヤコビ	person
やこぶそん	Jacobson	person
やこぶそん	ヤコブソン	person
やんぐ	Young	person	common
やんぐ	ヤング	person	common
よしだこうさく	Yosida	person
よしだこうさく	吉田耕作	person
よねだ	Yoneda	person
よねだ	米田	person
らいぷにっつ	Leibniz	person
らいぷにっつ	ライプニッツ	person
らお	Rao	person
らお	ラオ	person
らぐらんじゅ	Lagrange	person
らぐらんじゅ	ラグランジュ	person
らっくす	Lax	person
らっくす	ラックス	person
らっせる	Russell	person
らっせる	ラッセル	person
らどん	Radon	person
らどん	ラドン	person
らふぉるぐ	Lafforgue	person
らふぉるぐ	ラフォルグ	person
らぷらす	Laplace	person
らぷらす	ラプラス	person
らまぬじゃん	Ramanujan	person
らまぬじゃん	ラマヌジャン	person
らむぜー	Ramsey	person
らむぜー	ラムゼー	person
らんぐらんず	Langlands	person
らんぐらんず	ラングランズ	person
らんだう	Landau	person
らんだう	ランダウ	person
りうびる	Liouville	person
りうびる	リウヴィル	person
りちゃーどそん	Richardson	person
りちゃーどそん	リチャードソン	person
りとるうっど	Littlewood	person
りとるうっど	リトルウッド	person
りのう	Rinow	person
りのう	リノウ	person
りぷしっつ	Lipschitz	person
りぷしっつ	リプシッツ	person
りんでまん	Lindemann	person
りんでまん	リンデマン	person
りんでんしゅとらうす	Lindenstrauss	person
りんでんしゅとらうす	リンデンシュトラウス	person
りー	Lie	person
りー	リー	person
りーす	Riesz	person
りーす	リース	person
りーまん	Riemann	person
りーまん	リーマン	person
